symbol,strategy,seed,pnl_ngn,final_inv_lots,max_abs_inv_lots,inv_std_lots,fill_events,filled_shares,buy_shares,sell_shares,quotes_posted,engine_trades,market_orders,reconciled
OANDO,baseline,44,133877,3.8492,8.069,2.46799,364,2.32529e+06,1.18189e+06,1.1434e+06,6240,940,749,1
OANDO,avellaneda_stoikov,44,259735,-3.9014,4.7468,1.43531,609,3.80755e+06,1.88427e+06,1.92328e+06,6240,1015,749,1
OANDO,baseline,45,177617,1.9102,6.719,1.98751,326,2.09048e+06,1.05479e+06,1.03569e+06,6240,846,706,1
OANDO,avellaneda_stoikov,45,257226,-4.2377,7.489,1.76853,546,3.38813e+06,1.67288e+06,1.71525e+06,6240,914,706,1
OANDO,baseline,46,135432,14.928,17.7157,5.25518,363,2.33162e+06,1.24045e+06,1.09117e+06,6240,866,694,1
OANDO,avellaneda_stoikov,46,269794,4.4518,5.5622,1.56158,551,3.46946e+06,1.75699e+06,1.71247e+06,6240,921,694,1
OANDO,baseline,47,121895,5.1431,6.8044,3.02674,366,2.36528e+06,1.20835e+06,1.15692e+06,6240,895,724,1
OANDO,avellaneda_stoikov,47,251529,8.4367,10.8468,2.55526,583,3.67281e+06,1.87859e+06,1.79422e+06,6240,964,724,1
OANDO,baseline,48,131543,3.2739,8.1512,3.34748,362,2.40670e+06,1.21972e+06,1.18698e+06,6240,939,747,1
OANDO,avellaneda_stoikov,48,307383,-4.3025,6.0881,1.57445,597,3.90049e+06,1.92873e+06,1.97176e+06,6240,1023,747,1
OANDO,baseline,49,-42586.5,9.18,11.614,4.24366,328,2.12496e+06,1.10838e+06,1.01658e+06,6240,891,718,1
OANDO,avellaneda_stoikov,49,292084,-3.5111,8.6342,2.27883,578,3.70409e+06,1.83449e+06,1.8696e+06,6240,968,718,1
OANDO,baseline,50,186565,-0.0132,5.545,2.43773,377,2.31596e+06,1.15792e+06,1.15805e+06,6240,888,724,1
OANDO,avellaneda_stoikov,50,281245,-5.164,7.1229,1.97323,574,3.53671e+06,1.74254e+06,1.79418e+06,6240,957,724,1
LIVESTOCK,baseline,1,1367.06,4.4231,5.4231,1.83849,114,780325,412278,368047,6240,296,238,1
LIVESTOCK,avellaneda_stoikov,1,29759.7,0.9647,3.2848,1.03838,187,1.29678e+06,653216,643569,6240,323,238,1
LIVESTOCK,baseline,2,-30046.9,6.341,6.8607,2.68994,117,755548,409479,346069,6240,294,242,1
LIVESTOCK,avellaneda_stoikov,2,29695.3,1.5019,3.7629,1.20582,180,1.12643e+06,570726,555707,6240,313,242,1
LIVESTOCK,baseline,3,4225.38,1.4525,4.8588,1.52156,127,808109,411317,396792,6240,303,244,1
LIVESTOCK,avellaneda_stoikov,3,24770.1,0.3704,4.1095,1.06193,213,1.30966e+06,656684,652980,6240,319,244,1
LIVESTOCK,baseline,4,36.85,-4.5524,5.7488,1.30846,117,721974,338225,383749,6240,287,238,1
LIVESTOCK,avellaneda_stoikov,4,27856.7,-3.1413,7.4953,1.94747,192,1.16992e+06,569255,600668,6240,308,238,1
LIVESTOCK,baseline,5,20515,0.3235,5.1942,1.65062,133,832571,417903,414668,6240,333,266,1
LIVESTOCK,avellaneda_stoikov,5,31697,3.4575,4.8433,1.64449,220,1.36495e+06,699761,665186,6240,355,266,1
LIVESTOCK,baseline,6,9150.83,7.0711,8.0711,2.40319,114,746399,408555,337844,6240,308,255,1
LIVESTOCK,avellaneda_stoikov,6,25608.5,-6.4472,7.7997,2.13034,199,1.29627e+06,615901,680373,6240,339,255,1
LIVESTOCK,baseline,7,7315.53,0.2896,3.0963,1.40238,117,655002,328949,326053,6240,292,250,1
LIVESTOCK,avellaneda_stoikov,7,32718.6,-6.067,6.7528,1.8347,197,1.1569e+06,548115,608785,6240,312,250,1
LIVESTOCK,baseline,8,21712.2,-4.9281,6.6756,1.66551,130,854681,402700,451981,6240,293,237,1
LIVESTOCK,avellaneda_stoikov,8,13278.8,4.5943,7.8781,2.2157,196,1.27599e+06,660968,615025,6240,316,237,1
LIVESTOCK,baseline,9,3002.82,5.5702,7.2128,1.44133,133,924862,490282,434580,6240,342,261,1
LIVESTOCK,avellaneda_stoikov,9,33674.9,8.8201,10.5086,2.66972,202,1.35006e+06,719132,630931,6240,362,261,1
LIVESTOCK,baseline,10,275.28,-7.1288,10.2859,3.44724,128,785076,356894,428182,6240,304,252,1
LIVESTOCK,avellaneda_stoikov,10,28829.6,1.227,4.4171,1.31075,212,1.30097e+06,656622,644352,6240,327,252,1
LIVESTOCK,baseline,11,14697.9,0.7155,5.5791,1.57793,119,745443,376299,369144,6240,275,226,1
LIVESTOCK,avellaneda_stoikov,11,34125.5,6.0075,8.7131,2.07208,180,1.13289e+06,596483,536408,6240,299,226,1
LIVESTOCK,baseline,12,4821.36,7.504,8.4633,2.86221,117,814618,444829,369789,6240,284,229,1
LIVESTOCK,avellaneda_stoikov,12,18771,6.9609,8.2964,2.26599,187,1.26031e+06,664959,595350,6240,302,229,1
LIVESTOCK,baseline,13,15297.5,-1.2065,5.6938,1.89481,136,908953,448444,460509,6240,340,260,1
LIVESTOCK,avellaneda_stoikov,13,22342.3,5.2961,5.2961,1.37394,215,1.34083e+06,696894,643933,6240,357,260,1
LIVESTOCK,baseline,14,19832.4,6.8276,8.0139,2.40035,117,694734,381505,313229,6240,283,244,1
LIVESTOCK,avellaneda_stoikov,14,27060.1,-6.9719,6.9719,1.79449,193,1.15393e+06,542105,611824,6240,312,244,1
LIVESTOCK,baseline,15,8192.38,2.6684,4.1403,1.24019,145,905468,466076,439392,6240,341,275,1
LIVESTOCK,avellaneda_stoikov,15,30069,-5.2787,5.2787,1.50478,225,1.39945e+06,673332,726119,6240,360,275,1
LIVESTOCK,baseline,16,9333.12,-2.7122,4.96,1.13066,114,660936,316907,344029,6240,271,229,1
LIVESTOCK,avellaneda_stoikov,16,25359.3,-8.1821,8.1821,2.15648,179,1.06026e+06,489221,571042,6240,290,229,1
LIVESTOCK,baseline,17,15428.1,0.8207,2.3027,0.974111,120,768723,388465,380258,6240,296,235,1
LIVESTOCK,avellaneda_stoikov,17,26929.9,-15.5343,16.4093,3.90972,191,1.25648e+06,550571,705914,6240,326,235,1
LIVESTOCK,baseline,18,23062.2,4.7673,6.3233,1.60814,131,862329,455001,407328,6240,321,255,1
LIVESTOCK,avellaneda_stoikov,18,28879.9,9.1677,9.1677,1.96675,217,1.37073e+06,731202,639525,6240,350,255,1
LIVESTOCK,baseline,19,-5458.37,0.3312,5.9629,1.60587,97,611062,307187,303875,6240,280,232,1
LIVESTOCK,avellaneda_stoikov,19,25380,4.6603,5.4604,1.83971,181,1.14865e+06,597628,551025,6240,308,232,1
LIVESTOCK,baseline,20,6239.87,-1.4355,5.6809,1.9463,133,813469,399557,413912,6240,332,277,1
LIVESTOCK,avellaneda_stoikov,20,32075.6,-2.2682,4.4588,1.10642,234,1.47015e+06,723733,746415,6240,371,277,1
LIVESTOCK,baseline,21,4716.72,6.4208,6.9331,2.96464,123,642508,353358,289150,6240,285,250,1
LIVESTOCK,avellaneda_stoikov,21,26035.5,-1.2976,5.8635,1.87882,199,1.12454e+06,555782,568758,6240,314,250,1
LIVESTOCK,baseline,22,3932.09,6.0556,6.5633,1.46893,120,741650,401103,340547,6240,307,249,1
LIVESTOCK,avellaneda_stoikov,22,27689.8,-3.1409,4.3499,1.30717,200,1.23074e+06,599665,631074,6240,332,249,1
LIVESTOCK,baseline,23,9922.68,-7.3423,9.0697,3.01739,118,771591,349084,422507,6240,320,256,1
LIVESTOCK,avellaneda_stoikov,23,32092.8,4.027,7.4095,1.91904,204,1.28861e+06,664439,624169,6240,342,256,1
LIVESTOCK,baseline,24,10558.6,-0.2159,3.5283,1.4921,129,836373,417107,419266,6240,321,259,1
LIVESTOCK,avellaneda_stoikov,24,24584,5.4227,7.9771,1.86902,210,1.36498e+06,709604,655377,6240,357,259,1
LIVESTOCK,baseline,25,19559.1,-11.6254,11.8805,3.2614,108,662448,273097,389351,6240,279,236,1
LIVESTOCK,avellaneda_stoikov,25,25603.5,1.6218,4.2955,1.20427,187,1.19758e+06,606897,590679,6240,311,236,1
LIVESTOCK,baseline,26,1167.19,-5.9564,7.0424,1.96963,122,757706,349071,408635,6240,299,248,1
LIVESTOCK,avellaneda_stoikov,26,26997.8,-1.3851,3.1513,1.01812,203,1.3138e+06,649976,663827,6240,331,248,1
LIVESTOCK,baseline,27,8117.22,-0.5982,2.9509,1.32226,141,877314,435666,441648,6240,335,276,1
LIVESTOCK,avellaneda_stoikov,27,33640.8,-4.7073,8.018,1.97565,232,1.39745e+06,675187,722260,6240,357,276,1
LIVESTOCK,baseline,28,27253.7,-10.5315,12.3902,3.80753,126,823627,359156,464471,6240,304,248,1
LIVESTOCK,avellaneda_stoikov,28,38791.4,-6.3232,9.4936,2.52003,197,1.2466e+06,591682,654914,6240,324,248,1
LIVESTOCK,baseline,29,13196,2.1202,5.8475,1.69025,115,771782,396492,375290,6240,297,244,1
LIVESTOCK,avellaneda_stoikov,29,19903.4,1.5701,4.1222,1.44556,198,1.24206e+06,628880,613179,6240,324,244,1
LIVESTOCK,baseline,30,21947.1,3.9396,4.871,1.73325,141,924414,481905,442509,6240,328,267,1
LIVESTOCK,avellaneda_stoikov,30,36810.4,3.6016,4.3587,1.47547,219,1.41517e+06,725593,689577,6240,354,267,1
LIVESTOCK,baseline,31,-9629.72,6.517,6.8455,2.29127,105,687910,376540,311370,6240,268,221,1
LIVESTOCK,avellaneda_stoikov,31,25929.5,5.3575,6.3726,1.91438,173,1.09933e+06,576453,522878,6240,286,221,1
LIVESTOCK,baseline,32,5840.7,1.8285,4.9724,1.85705,117,737293,377789,359504,6240,309,252,1
LIVESTOCK,avellaneda_stoikov,32,26534.6,-0.8115,3.54,1.12085,192,1.2092e+06,600544,608659,6240,335,252,1
LIVESTOCK,baseline,33,-1052.12,-4.1829,5.8982,1.75064,120,782025,370098,411927,6240,297,246,1
LIVESTOCK,avellaneda_stoikov,33,19214.5,-3.9545,6.6773,2.06187,195,1.21701e+06,588733,628278,6240,323,246,1
LIVESTOCK,baseline,34,21326.8,2.1261,3.7033,1.00963,130,695637,358449,337188,6240,301,257,1
LIVESTOCK,avellaneda_stoikov,34,34314.2,-3.2965,4.4838,1.81122,193,1.15002e+06,558526,591491,6240,329,257,1
LIVESTOCK,baseline,35,3320.91,4.2524,5.4789,1.49499,128,820948,431736,389212,6240,303,243,1
LIVESTOCK,avellaneda_stoikov,35,26339.8,1.3333,3.7619,1.05688,194,1.21952e+06,616427,603094,6240,321,243,1
LIVESTOCK,baseline,36,-7314.91,-7.1603,8.3395,2.16513,123,787853,358125,429728,6240,323,265,1
LIVESTOCK,avellaneda_stoikov,36,27871.1,-0.3688,2.7128,1.04656,209,1.29248e+06,644396,648084,6240,349,265,1
LIVESTOCK,baseline,37,-3017.49,-2.6668,4.2677,0.876697,106,655520,314426,341094,6240,266,225,1
LIVESTOCK,avellaneda_stoikov,37,34504.3,10.3463,11.5808,2.82063,179,1.11042e+06,606942,503479,6240,287,225,1
LIVESTOCK,baseline,38,-1773.58,5.2411,7.2564,2.38864,119,799505,425958,373547,6240,314,253,1
LIVESTOCK,avellaneda_stoikov,38,22133.2,-4.7825,6.7825,1.7222,201,1.32757e+06,639873,687698,6240,346,253,1
LIVESTOCK,baseline,39,-1072.34,-3.4142,5.5569,2.02306,128,769192,367525,401667,6240,314,263,1
LIVESTOCK,avellaneda_stoikov,39,23689,8.0878,9.9717,2.32925,196,1.18181e+06,631346,550468,6240,327,263,1
LIVESTOCK,baseline,40,19773.4,-2.3379,4.9701,1.52007,128,812555,394588,417967,6240,285,230,1
LIVESTOCK,avellaneda_stoikov,40,32299.1,-0.1706,5.8591,1.92693,190,1.16475e+06,581520,583226,6240,304,230,1
LIVESTOCK,baseline,41,19906,-4.4604,6.4704,1.81004,102,618304,286850,331454,6240,267,219,1
LIVESTOCK,avellaneda_stoikov,41,22698.5,0.3582,4.4061,1.58038,172,1.08209e+06,542838,539256,6240,290,219,1
LIVESTOCK,baseline,42,14199.3,1.9596,3.5611,1.14334,117,765790,392693,373097,6240,300,244,1
LIVESTOCK,avellaneda_stoikov,42,28862.5,-0.2362,4.2381,1.25868,184,1.18898e+06,593307,595669,6240,318,244,1
LIVESTOCK,baseline,43,7916.27,2.6853,5.5465,1.39304,140,815301,421077,394224,6240,320,267,1
LIVESTOCK,avellaneda_stoikov,43,28148.3,-2.5579,3.5036,1.28148,200,1.21852e+06,596472,622051,6240,334,267,1
LIVESTOCK,baseline,44,13588.1,3.5455,4.4994,0.967067,130,840775,438115,402660,6240,292,236,1
LIVESTOCK,avellaneda_stoikov,44,31956.4,1.9491,6.0797,1.51975,204,1.32827e+06,673880,654389,6240,315,236,1
LIVESTOCK,baseline,45,22861.8,0.6531,3.725,1.25782,120,720013,363272,356741,6240,298,247,1
LIVESTOCK,avellaneda_stoikov,45,36080.8,-4.7062,5.5854,1.95478,191,1.21694e+06,584939,632001,6240,326,247,1
LIVESTOCK,baseline,46,14646.7,-5.1028,7.6914,3.82201,124,810620,379796,430824,6240,308,252,1
LIVESTOCK,avellaneda_stoikov,46,36995.9,0.2975,3.8039,1.1394,210,1.38128e+06,692127,689152,6240,345,252,1
LIVESTOCK,baseline,47,-4670.09,-3.1449,3.968,1.76845,103,609895,289223,320672,6240,261,221,1
LIVESTOCK,avellaneda_stoikov,47,27786.1,-0.5436,3.4431,1.26824,175,1.0901e+06,542332,547768,6240,287,221,1
LIVESTOCK,baseline,48,15349.5,-1.1774,3.509,1.20479,109,700724,344475,356249,6240,290,233,1
LIVESTOCK,avellaneda_stoikov,48,17813.5,-0.6754,5.7045,1.20919,182,1.08671e+06,539979,546733,6240,307,233,1
LIVESTOCK,baseline,49,10358.2,2.5064,4.0022,1.20488,112,720210,372637,347573,6240,273,220,1
LIVESTOCK,avellaneda_stoikov,49,15608.4,-3.5874,3.6606,1.34779,178,1.13241e+06,548267,584141,6240,290,220,1
LIVESTOCK,baseline,50,14718.9,-5.4472,5.9528,1.41794,95,615788,280658,335130,6240,271,231,1
LIVESTOCK,avellaneda_stoikov,50,20014.7,3.3083,7.0685,2.06005,166,1.00451e+06,518796,485713,6240,291,231,1
