symbol,strategy,seed,pnl_ngn,final_inv_lots,max_abs_inv_lots,inv_std_lots,fill_events,filled_shares,buy_shares,sell_shares,quotes_posted,engine_trades,market_orders,reconciled
OANDO,baseline,43,137845,-4.101,4.5123,2.0462,329,2.05573e+06,1.00736e+06,1.04837e+06,6240,815,663,1
OANDO,avellaneda_stoikov,43,232079,11.5451,12.332,2.6675,532,3.29533e+06,1.70539e+06,1.58994e+06,6240,880,663,1
OANDO,baseline,44,106298,-0.4641,4.1791,1.56192,313,1.92344e+06,959397,964038,6240,762,628,1
OANDO,avellaneda_stoikov,44,274010,-6.8481,6.8481,1.92375,504,3.04330e+06,1.48741e+06,1.55589e+06,6240,813,628,1
OANDO,baseline,45,74433.9,-6.8799,7.8017,3.14199,313,1.98213e+06,956664,1.02546e+06,6240,790,647,1
OANDO,avellaneda_stoikov,45,237791,-8.5569,9.4894,1.98032,480,3.08914e+06,1.50178e+06,1.58735e+06,6240,855,647,1
OANDO,baseline,46,140084,-4.6152,7.7157,2.95213,324,2.09851e+06,1.02618e+06,1.07233e+06,6240,834,677,1
OANDO,avellaneda_stoikov,46,272568,5.7641,5.8752,1.54884,513,3.34674e+06,1.70219e+06,1.64455e+06,6240,906,677,1
OANDO,baseline,47,224073,15.1978,17.826,6.13656,336,2.08124e+06,1.11661e+06,964630,6240,777,635,1
OANDO,avellaneda_stoikov,47,260572,-1.0847,6.4895,1.81494,491,3.0998e+06,1.54448e+06,1.55532e+06,6240,834,635,1
OANDO,baseline,48,47052.6,5.5876,8.576,2.59654,343,2.02163e+06,1.03875e+06,982878,6240,841,683,1
OANDO,avellaneda_stoikov,48,271335,-5.1663,5.6588,1.57881,542,3.28717e+06,1.61775e+06,1.66942e+06,6240,902,683,1
OANDO,baseline,49,158865,-6.6926,8.5602,2.18834,360,2.27047e+06,1.10177e+06,1.1687e+06,6240,825,665,1
OANDO,avellaneda_stoikov,49,235970,-6.2261,8.789,2.47474,516,3.22291e+06,1.58032e+06,1.64259e+06,6240,872,665,1
OANDO,baseline,50,97577.8,0.8344,5.8178,1.53553,321,2.09998e+06,1.05416e+06,1.04582e+06,6240,795,642,1
OANDO,avellaneda_stoikov,50,245503,-6.1906,6.1906,1.66341,501,3.19825e+06,1.56817e+06,1.63008e+06,6240,852,642,1
LIVESTOCK,baseline,1,6225.01,-0.4667,5.1173,1.35201,102,626043,310688,315355,6240,252,208,1
LIVESTOCK,avellaneda_stoikov,1,21668.5,-0.2869,2.3906,0.919986,173,1.03166e+06,514398,517267,6240,262,208,1
LIVESTOCK,baseline,2,10212.8,0.4646,2.2595,0.875758,106,691642,348144,343498,6240,256,209,1
LIVESTOCK,avellaneda_stoikov,2,13693.6,7.1465,8.0552,2.36786,174,1.09021e+06,580839,509374,6240,278,209,1
LIVESTOCK,baseline,3,-20854.2,7.0731,7.3412,2.5143,103,662013,366372,295641,6240,249,195,1
LIVESTOCK,avellaneda_stoikov,3,19902,16.6188,16.8869,3.33138,163,1.08508e+06,625634,459446,6240,272,195,1
LIVESTOCK,baseline,4,10270.1,-1.5747,2.0745,0.712981,94,603985,294119,309866,6240,253,207,1
LIVESTOCK,avellaneda_stoikov,4,25803.7,-0.0679,3.5772,1.07538,163,1.04891e+06,524114,524793,6240,276,207,1
LIVESTOCK,baseline,5,1308.67,-2.9732,4.458,1.43617,88,539550,254909,284641,6240,225,190,1
LIVESTOCK,avellaneda_stoikov,5,13603.6,-5.9938,6.0283,1.54209,152,882624,411343,471281,6240,236,190,1
LIVESTOCK,baseline,6,6871.39,-0.301,2.492,0.779229,92,607496,302243,305253,6240,229,186,1
LIVESTOCK,avellaneda_stoikov,6,19588.6,-4.8902,4.8902,1.32049,152,1.03043e+06,490762,539664,6240,257,186,1
LIVESTOCK,baseline,7,9024.51,0.4659,2.9244,0.782129,105,652779,328719,324060,6240,254,205,1
LIVESTOCK,avellaneda_stoikov,7,26353.1,5.0087,5.0087,1.22515,175,1.06725e+06,558670,508583,6240,276,205,1
LIVESTOCK,baseline,8,22013,-3.1615,4.9403,1.40613,102,614605,291495,323110,6240,249,206,1
LIVESTOCK,avellaneda_stoikov,8,30584.7,-3.6003,6.5013,1.89276,162,978989,471493,507496,6240,268,206,1
LIVESTOCK,baseline,9,8344.87,6.8152,7.5409,2.85822,113,720204,394178,326026,6240,261,212,1
LIVESTOCK,avellaneda_stoikov,9,23643.4,2.5786,3.7648,1.26377,172,1.12577e+06,575779,549993,6240,287,212,1
LIVESTOCK,baseline,10,1245.92,-5.1819,5.4677,1.48921,89,566977,257579,309398,6240,223,177,1
LIVESTOCK,avellaneda_stoikov,10,24683.3,3.6823,3.6823,1.2364,143,962787,499805,462982,6240,247,177,1
LIVESTOCK,baseline,11,11201.1,1.1676,4.8224,1.26759,89,618310,314993,303317,6240,221,169,1
LIVESTOCK,avellaneda_stoikov,11,22927.8,-7.7389,8.4348,2.51694,130,910635,416623,494012,6240,232,169,1
LIVESTOCK,baseline,12,22447.9,-4.7639,5.5395,1.81384,92,561509,256935,304574,6240,243,202,1
LIVESTOCK,avellaneda_stoikov,12,17550.3,4.6422,7.0523,2.14196,149,918658,482540,436118,6240,258,202,1
LIVESTOCK,baseline,13,13497.4,-2.9557,4.452,1.39355,79,486423,228433,257990,6240,215,182,1
LIVESTOCK,avellaneda_stoikov,13,30665.5,-3.7814,6.3038,1.75317,132,826298,394242,432056,6240,234,182,1
LIVESTOCK,baseline,14,-4330.93,3.9706,5.9688,1.70621,104,639002,339354,299648,6240,227,178,1
LIVESTOCK,avellaneda_stoikov,14,24248,-5.6476,5.6476,1.5686,143,921876,432700,489176,6240,240,178,1
LIVESTOCK,baseline,15,-3758.75,2.207,6.4697,1.85187,89,587786,304928,282858,6240,217,174,1
LIVESTOCK,avellaneda_stoikov,15,26050.7,2.4431,4.0225,1.34566,141,937969,481200,456769,6240,238,174,1
LIVESTOCK,baseline,16,18111.8,-3.5287,4.0061,1.02686,91,623589,294151,329438,6240,242,188,1
LIVESTOCK,avellaneda_stoikov,16,22534.6,2.8433,2.8433,1.06508,152,996171,512302,483869,6240,258,188,1
LIVESTOCK,baseline,17,13622.9,0.8765,3.1342,1.62133,93,656351,332558,323793,6240,224,174,1
LIVESTOCK,avellaneda_stoikov,17,23724.6,0.2141,3.8689,1.18455,148,1.00907e+06,505607,503466,6240,241,174,1
LIVESTOCK,baseline,18,14516.6,1.7364,3.9014,0.964408,102,654046,335705,318341,6240,247,200,1
LIVESTOCK,avellaneda_stoikov,18,26388.1,6.9784,7.4555,1.67038,177,1.10189e+06,585835,516051,6240,276,200,1
LIVESTOCK,baseline,19,14557.5,-4.9866,5.5479,2.05549,84,513858,231996,281862,6240,211,177,1
LIVESTOCK,avellaneda_stoikov,19,14447.7,-0.0003,3.0713,1.27363,139,886327,443162,443165,6240,230,177,1
LIVESTOCK,baseline,20,4888.89,-2.2488,4.8417,1.43193,86,508146,242829,265317,6240,235,195,1
LIVESTOCK,avellaneda_stoikov,20,19283.7,5.9312,5.9312,1.36902,150,896096,477704,418392,6240,257,195,1
LIVESTOCK,baseline,21,12059.3,-0.3451,2.4924,0.964004,110,715545,356047,359498,6240,267,210,1
LIVESTOCK,avellaneda_stoikov,21,22078.6,-0.4339,4.9709,1.40315,170,1.05844e+06,527052,531391,6240,286,210,1
LIVESTOCK,baseline,22,9650.89,-3.1533,4.0274,1.70958,87,530929,249698,281231,6240,212,178,1
LIVESTOCK,avellaneda_stoikov,22,27648.3,6.6931,8.8162,2.45995,145,881367,474149,407218,6240,230,178,1
LIVESTOCK,baseline,23,3115.81,2.4878,4.6346,1.59907,94,562150,293514,268636,6240,255,217,1
LIVESTOCK,avellaneda_stoikov,23,24283.9,4.7923,7.1939,2.22736,160,1.04259e+06,545256,497333,6240,290,217,1
LIVESTOCK,baseline,24,6817.22,-2.0385,3.1168,1.4002,85,482155,230885,251270,6240,218,180,1
LIVESTOCK,avellaneda_stoikov,24,40227.3,-7.5729,9.0971,2.67803,141,850793,387532,463261,6240,241,180,1
LIVESTOCK,baseline,25,9363.6,-5.0894,5.9403,1.97595,94,583180,266143,317037,6240,248,203,1
LIVESTOCK,avellaneda_stoikov,25,26512.6,-2.7784,7.1616,2.08497,159,978162,475189,502973,6240,266,203,1
LIVESTOCK,baseline,26,10281.3,6.8793,6.8793,1.93886,95,627115,347954,279161,6240,235,187,1
LIVESTOCK,avellaneda_stoikov,26,28236.5,3.0852,4.719,1.48783,154,986044,508448,477596,6240,251,187,1
LIVESTOCK,baseline,27,19685.1,0.4073,2.7857,1.16925,103,628333,316203,312130,6240,225,183,1
LIVESTOCK,avellaneda_stoikov,27,19571.9,1.4655,3.0375,1.14948,152,939551,477103,462448,6240,234,183,1
LIVESTOCK,baseline,28,18008.9,2.6992,4.2057,2.05121,90,606256,316624,289632,6240,238,184,1
LIVESTOCK,avellaneda_stoikov,28,29607,-3.2649,5.0922,1.46452,144,995605,481478,514127,6240,261,184,1
LIVESTOCK,baseline,29,5631.38,2.2371,5.3507,1.36192,88,571305,296838,274467,6240,231,183,1
LIVESTOCK,avellaneda_stoikov,29,25345.8,2.2912,6.0663,1.6139,142,909742,466327,443415,6240,246,183,1
LIVESTOCK,baseline,30,8709.15,-3.9743,4.4132,1.33635,85,542441,251349,291092,6240,218,176,1
LIVESTOCK,avellaneda_stoikov,30,22146.6,7.3535,9.6435,2.52909,138,860775,467155,393620,6240,234,176,1
LIVESTOCK,baseline,31,21875.9,-5.5022,6.2356,1.52328,110,693866,319422,374444,6240,265,216,1
LIVESTOCK,avellaneda_stoikov,31,28089.2,-7.2805,7.9821,2.14496,168,1.05666e+06,491928,564733,6240,283,216,1
LIVESTOCK,baseline,32,673.46,8.7128,9.9387,2.965,113,627592,357360,270232,6240,259,217,1
LIVESTOCK,avellaneda_stoikov,32,18869.7,-5.4423,9.6334,2.46075,168,942637,444107,498530,6240,273,217,1
LIVESTOCK,baseline,33,9950.97,0.4243,3.3631,1.15427,94,582719,293481,289238,6240,216,181,1
LIVESTOCK,avellaneda_stoikov,33,20691.5,-6.6376,7.6079,2.36511,150,921128,427376,493752,6240,231,181,1
LIVESTOCK,baseline,34,9222.26,0.1893,3.2298,1.13204,84,505531,253712,251819,6240,196,167,1
LIVESTOCK,avellaneda_stoikov,34,15068.7,-2.0883,3.3635,1.04034,127,802151,390634,411517,6240,212,167,1
LIVESTOCK,baseline,35,8681.31,-6.6821,9.0665,2.83121,99,614685,273932,340753,6240,241,194,1
LIVESTOCK,avellaneda_stoikov,35,30036.5,3.7034,3.7034,1.17787,179,1.06053e+06,548780,511746,6240,262,194,1
LIVESTOCK,baseline,36,9429.53,-0.8201,2.6795,0.749208,92,553253,272526,280727,6240,220,180,1
LIVESTOCK,avellaneda_stoikov,36,25604.2,0.2547,3.2571,1.14497,155,986303,494425,491878,6240,244,180,1
LIVESTOCK,baseline,37,9759.31,-3.7389,3.7389,1.05676,90,643363,302987,340376,6240,226,176,1
LIVESTOCK,avellaneda_stoikov,37,34066,1.6711,7.4067,1.99222,141,976903,496807,480096,6240,244,176,1
LIVESTOCK,baseline,38,8465.83,2.5268,4.1538,1.10148,88,517092,271180,245912,6240,210,181,1
LIVESTOCK,avellaneda_stoikov,38,3598.32,7.9492,9.5762,2.46439,151,915380,497436,417944,6240,233,181,1
LIVESTOCK,baseline,39,12503.1,-0.4443,3.7987,1.25074,100,658355,326956,331399,6240,252,199,1
LIVESTOCK,avellaneda_stoikov,39,26047.9,0.0396,4.3829,1.33125,169,1.11751e+06,558952,558556,6240,281,199,1
LIVESTOCK,baseline,40,19519.9,-4.338,5.1437,1.36555,94,584250,270435,313815,6240,228,191,1
LIVESTOCK,avellaneda_stoikov,40,21963.9,2.2204,3.2204,1.16845,152,925046,473625,451421,6240,246,191,1
LIVESTOCK,baseline,41,12657.9,7.3481,8.0164,1.93037,107,688117,380799,307318,6240,263,212,1
LIVESTOCK,avellaneda_stoikov,41,24975.5,5.4341,6.0834,1.90452,174,1.14315e+06,598746,544405,6240,291,212,1
LIVESTOCK,baseline,42,-8974.93,-6.7552,7.867,2.13281,75,514750,223599,291151,6240,182,150,1
LIVESTOCK,avellaneda_stoikov,42,28450.6,5.1309,5.1309,1.3978,121,782481,416895,365586,6240,195,150,1
LIVESTOCK,baseline,43,-4888.97,4.4335,4.4373,0.898025,92,598965,321650,277315,6240,262,212,1
LIVESTOCK,avellaneda_stoikov,43,24732.1,2.8385,4.4938,1.40077,157,1.00904e+06,518715,490330,6240,281,212,1
LIVESTOCK,baseline,44,10649.1,-0.1124,2.8948,0.974341,95,530304,264590,265714,6240,233,201,1
LIVESTOCK,avellaneda_stoikov,44,27155.1,1.3375,3.495,1.32097,168,935061,474218,460843,6240,250,201,1
LIVESTOCK,baseline,45,-1743.27,-1.4769,5.4938,2.02417,111,704893,345062,359831,6240,240,191,1
LIVESTOCK,avellaneda_stoikov,45,34102.8,0.0016,4.5485,1.27334,163,1.01766e+06,508836,508820,6240,256,191,1
LIVESTOCK,baseline,46,18202.7,-0.9976,3.1539,1.07911,86,526432,258228,268204,6240,199,173,1
LIVESTOCK,avellaneda_stoikov,46,19838.4,-1.1819,5.0061,1.34885,138,813111,400646,412465,6240,215,173,1
LIVESTOCK,baseline,47,-925.015,1.8217,3.2703,1.2737,80,573969,296093,277876,6240,212,166,1
LIVESTOCK,avellaneda_stoikov,47,16321.4,-1.4645,5.6015,1.85889,130,906725,446040,460685,6240,228,166,1
LIVESTOCK,baseline,48,16592,2.2132,2.6548,1.05463,95,597472,309802,287670,6240,234,196,1
LIVESTOCK,avellaneda_stoikov,48,19224.3,3.2644,3.4008,1.12059,152,962752,497698,465054,6240,256,196,1
LIVESTOCK,baseline,49,20656.1,-0.8858,3.9562,1.3467,108,650818,320980,329838,6240,244,206,1
LIVESTOCK,avellaneda_stoikov,49,20354.8,2.7701,3.7268,1.26606,171,1.05258e+06,540140,512439,6240,266,206,1
LIVESTOCK,baseline,50,12658.2,-2.3252,4.0015,1.03209,110,646968,311858,335110,6240,272,220,1
LIVESTOCK,avellaneda_stoikov,50,27291.7,4.1074,9.0817,2.62148,188,1.15942e+06,600249,559175,6240,296,220,1
